primary_key_composed,player_id,player_name,position,age,team_abbreviation,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season_id,TOTAL TEAM
529_2023,529,Johnny Juzang,SG,21,[UTA],18,0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,1.1,2.3,0.488,0.409,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7,4.8,2023,[UTA]
530_2023,530,John Butler,C,20,[POR],19,1,11.6,0.9,2.8,0.321,0.4,1.8,0.229,0.5,0.9,0.5,0.396,0.2,0.2,0.75,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2,2.4,2023,[POR]
531_2023,531,Chima Moneke,SF,27,[SAC],2,0,4.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,2023,[SAC]
532_2023,532,Orlando Robinson,C,22,[MIA],31,1,13.7,1.5,2.9,0.528,0.0,0.2,0.0,1.5,2.7,0.566,0.528,0.7,1.0,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,2023,[MIA]
533_2023,533,Dru Smith,SG,25,[BRK/MIA],15,1,10.5,1.2,3.0,0.4,0.3,1.3,0.263,0.9,1.7,0.5,0.456,0.2,0.2,1.0,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,2023,[BRK/MIA]
534_2023,534,Jared Rhoden,SG,23,[DET],14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1.0,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,2023,[DET]
413_2023,413,Olivier Sarr,C,23,[OKC],9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4.0,2023,[OKC/OKC]
535_2023,535,Alondes Williams,SG,23,[BRK],1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2023,[BRK]
536_2023,536,Donovan Williams,SG,21,[ATL],2,0,2.0,1.0,2.5,0.4,0.0,1.0,0.0,1.0,1.5,0.667,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2023,[ATL]
537_2023,537,Quenton Jackson,PG,24,[WAS],9,0,15.0,2.1,4.7,0.452,0.1,1.3,0.083,2.0,3.3,0.6,0.464,1.9,2.4,0.773,0.2,0.7,0.9,1.7,0.4,0.1,0.4,1.1,6.2,2023,[WAS]
538_2023,538,Tyler Dorsey,SF,26,[DAL],3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1.0,1.0,1.0,0.9,0.0,0.0,0.833,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,3.0,2023,[DAL]
539_2023,539,Jordan Hall,SF,21,[SAS],9,0,9.2,1.0,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1.0,0.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,3.1,2023,[SAS]
540_2023,540,Xavier Cooks,PF,27,[WAS],10,1,12.6,1.7,2.8,0.607,0.0,0.1,0.0,1.7,2.7,0.63,0.607,0.4,1.0,0.4,1.6,2.2,3.8,0.6,0.6,0.4,0.8,1.3,3.8,2023,[WAS]
541_2023,541,Lester Quinones,SG,22,[GSW],4,0,4.5,0.5,1.3,0.4,0.5,1.0,0.5,0.0,0.3,0.0,0.6,1.0,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,2023,[GSW]
376_2023,376,Xavier Moon,SG,28,[LAC],4,0,5.0,0.8,2.3,0.333,0.3,0.8,0.333,0.5,1.5,0.333,0.389,0.0,0.0,0.828,0.0,0.8,0.8,1.3,0.0,0.0,0.3,0.5,1.8,2023,[LAC/LAC]
542_2023,542,Jamaree Bouyea,PG,23,[MIA/WAS],5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1.0,1.2,0.8,0.8,0.4,0.8,1.2,3.0,2023,[MIA/WAS]
543_2023,543,Deonte Burton,PF,29,[SAC],2,0,3.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,[SAC]
33_2023,33,Jarrell Brantley,PF,26,[UTA],4,0,9.8,2.0,3.5,0.571,1.0,2.3,0.444,1.0,1.3,0.8,0.714,0.5,0.5,1.0,0.3,1.3,1.5,0.8,0.0,0.5,0.5,0.8,5.5,2023,[UTA/UTA]
464_2023,464,Lindell Wigginton,PG,24,[MIL],7,1,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,2023,[MIL/MIL]
415_2023,415,Jordan Schakel,SF,24,[WAS],2,0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,2023,[WAS/WAS]
544_2023,544,Stanley Umude,SG,23,[DET],1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2023,[DET]
545_2023,545,Jeenathan Williams,SG,23,[POR],5,4,25.4,4.8,7.8,0.615,0.6,1.6,0.375,4.2,6.2,0.677,0.654,0.4,0.6,0.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6,2023,[POR]
546_2023,546,Justin Minaya,SF,23,[POR],4,0,22.3,1.8,5.8,0.304,0.8,3.0,0.25,1.0,2.8,0.364,0.37,0.0,0.3,0.0,0.8,3.0,3.8,1.0,0.5,1.3,1.0,2.3,4.3,2023,[POR]
547_2023,547,Kobi Simmons,SG,25,[CHO],5,0,5.6,0.2,1.2,0.167,0.2,1.0,0.2,0.0,0.2,0.0,0.25,0.4,0.4,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,1.0,2023,[CHO]
471_2023,471,Gabe York,SG,29,[IND],3,0,18.7,2.7,7.0,0.381,2.0,6.0,0.333,0.7,1.0,0.667,0.524,0.7,0.7,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.0,1.7,8.0,2023,[IND/IND]
548_2023,548,RaiQuan Gray,PF,23,[BRK],1,0,35.0,6.0,12.0,0.5,2.0,5.0,0.4,4.0,7.0,0.571,0.583,2.0,2.0,1.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,5.0,16.0,2023,[BRK]
549_2023,549,Jacob Gilyard,PG,24,[MEM],1,0,41.0,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,7.0,3.0,0.0,2.0,3.0,3.0,2023,[MEM]
